item_id,L1,en_target_word,en_target_pos,en_target_clue,L1_source_word,L1_context,GLMM_score,en_context
39,es,stunning,adjective,s_______,impresionante,La vista desde las montañas es absolutamente impresionante.,-1.422985739,The view from the mountains is absolutely stunning.
40,es,tea,noun,t__,té,Me gusta tomarme un par de tazas de té por la mañana.,2.448579948,I like to have a couple of cups of tea in the morning.
41,es,housekeeping,noun,h___________,gestión del hogar,Mis problemas fueron excaerbados por mi mala gestión del hogar.,-2.33323631,My problems were exacerbated by my poor home management.
42,es,mayor,noun,m____,alcalde,El alcalde de Linares es primo de mi padre.,-0.036468134,The mayor of Linares is my father's cousin.
43,es,countryside,noun,c__________,campo,Vivimos en el campo desde hace veinte años.,1.009297748,We have lived in the country for twenty years.
44,es,lighter,noun,l______,encendedor,¿Tienes un encendedor? Quiero fumar y no tengo fuego.,1.208429874,Do you have a lighter? I want to smoke and I don't have a fire.
45,es,drama,noun,d____,teatro,"Estudió teatro en la mejor escuela de ate dramático de la ciudad, ahora es un famoso actor a nivel mundial",0.775809908,"He studied theater at the best drama school in the city, now he is a famous actor worldwide."
46,es,push,verb,p___,empujar,¿Me ayudas a empujar el coche? La batería se ha agotado.,2.293065389,Can you help me push the car? The battery has run out.
47,es,unglamorous,adjective,u__________,sin glamour,La actriz uso un vestigo sin glamour para la ceremonia y fue duramente criticada.,-1.395004616,The actress wore an unglamorous dress for the ceremony and was harshly criticized.
48,es,subtle,adjective,s_____,delicado,Bebí un vino con un delicado carácter a roble.,-2.385531556,I drank a wine with a delicate oak character.
49,es,stem,noun,s___,tallo,Esta flor tiene un tallo corto.,-1.197849876,This flower has a short stem.
50,es,claim,verb,c____,afirmar,No voy a afirmar que es la mejor ciudad del mundo pero es muy bonita.,-1.871635119,I'm not going to claim that it is the best city in the world but it is very beautiful.
51,es,inviting,adjective,i_______,atractiva,Fue una sugerencia muy atractiva para mí.,-3.277554881,It was a very attractive suggestion to me.
52,es,aboard,preposition,a_____,abordo del barco,¿Tu padre está abordo del barco ya? Entonces zarpamos.,0.864127274,Is your father on board the ship yet? Then we set sail.
53,es,carefully,adverb,c________,cuidadosamente,Abrió la caja muy cuidadosamente y vio que contenía un jarrón muy delicado.,1.918608165,He opened the box very carefully and saw that it contained a very delicate vase.
54,es,separate,verb,s_______,dividir,La profesora suele dividir a los alumnos en dos equipos.,-0.215249745,The teacher usually divides the students into two teams.
55,es,hangover,noun,h_______,resaca,Tiene una resaca horrible después de beber demasiado vino en la cena de ayer.,-0.182415434,He has a horrible hangover after drinking too much wine at dinner yesterday.
56,es,delegate,noun,d_______,representante,El representante enviado por la compañía fue de gran ayuda.,-2.034213673,The representative sent by the company was very helpful.
57,es,lock,noun,l___,cerradura,La llave maestra nos abrirá la cerradura.,1.044429061,The master key will open the lock for us.
58,es,every,misc,e____,cada,Los niños descubren algo nuevo cada día.,0.983870783,Children discover something new every day.
59,es,terrorist,adjective,t________,terrorista,La acción de violencia política ha cesado gracias al acuerdo.,-1.369881971,The action of political violence has ceased thanks to the agreement.
60,es,wonder,verb,w_____,maravillarse,No tuvieron más más remedio que maravillarse de la belleza de las estrellas.,1.523509649,They had no choice but to marvel at the beauty of the stars.
61,es,hypersensitive,adjective,h_____________,hipersensible,Es hipersensible a algunos medicamentos por eso debe ser cuidadoso con su salud,-1.153702462,He is hypersensitive to some medications so he must be careful with his health.
62,es,drop,verb,d___,dejar caer,Ten cuidado de no dejar caer la copa al suelo.,0.461097397,Be careful not to drop the glass on the floor.
63,es,note,verb,n___,señalar,Señalar la importancia de trabajar bien en equipo es cosa de buenos jefes.,-0.381883882,Pointing out the importance of working well as a team is something of good bosses.
64,es,sky,noun,s__,cielo,El cielo está muy despejado hoy.,2.741506428,The sky is very clear today.
65,es,sigh,noun,s___,suspiro,Soltó un suspiro y se levantó del sillón.,-0.386929922,He let out a sigh and got up from the couch.
66,es,scared,adjective,s_____,asustado,El niño estaba asustado tras escuchar los cuentos de fantasmas.,1.001782057,The boy was scared after hearing the ghost stories.
67,es,globally,adverb,g_______,a nivel mundial,Es una cantante muy conocida a nivel mundial.,0.393861492,She is a well-known singer worldwide.
68,es,select,adjective,s_____,exclusivo,Un grupo exclusivo de estudiantes recibirá una beca.,-0.670592659,An exclusive group of students will receive a scholarship.
69,es,roman,adjective,r____,romano,El emperador romano entregó a Barrabás a cambio de Jesús,2.857756826,The Roman emperor gave Barabbas in exchange for Jesus
70,es,racial,adjective,r_____,étnica,Han jurado acabar con la discriminación étnica de una vez por todas.,-1.003753842,They have vowed to end ethnic discrimination once and for all.
71,es,vibrator,noun,v_______,vibrador,Decidieron comprar un vibrador para intentar mejorar su placer sexual.,1.736286015,They decided to buy a vibrator to try to improve their sexual pleasure.
72,es,clever,adjective,c_____,listo,Tu perro es muy listo.  Parece entender todo lo que le dices.,1.198323849,Your dog is very smart.  He seems to understand everything you say to him.
73,es,outlook,noun,o______,perspectiva,Mi hermano tiene una perspectiva muy positiva de la vida,-2.96343379,My brother has a very positive outlook on life.
74,es,study,verb,s____,educarse,Mi padre siempre quiso educarse en una universidad de España.,0.470926673,My father always wanted to be educated at a university in Spain.
75,es,continuing,adjective,c_________,persistente,Siguieron con las negociaciones a pesar del conflicto persistente.,-3.737334371,They continued negotiations despite the persistent conflict.
76,es,contract,verb,c_______,encoger,El acero suele encoger cuando se enfría.,-1.94467681,Steel usually shrinks when it cools.
77,es,suggestive,adjective,s_________,insinuante,Siempre se viste de una forma un poco insinuante.,-2.308538313,He always dresses in a somewhat flirtatious way.
78,es,kitchen,noun,k______,cocina,El piso tiene una cocina muy moderna.,3.401814678,The apartment has a very modern kitchen.
79,es,historical,adjective,h_________,histórico,Los registros históricos que se encuentran en este museo datan de la época de la conquista,1.055442546,The historical records found in this museum date back to the time of the conquest
80,es,reverse,verb,r______,invertir,El gobierno ha intentado invertir el declive económico.,-1.46747467,The government has attempted to reverse the economic decline.
81,es,manufacture,verb,m__________,fabricar,Vamos a fabricar piezas de bicicletas para una empresa grande.,0.818966439,We are going to manufacture bicycle parts for a large company.
82,es,unfashionable,adjective,u____________,anticuada,Es una opinion anticuada pero que la tiene mucha gente.,-2.692319702,It is an old-fashioned opinion but one that many people have.
83,es,curtain,noun,c______,cortina,He puesto una cortina muy bonita en la ventana de la entrada.  ¿Te gusta?,0.588386368,I have put a very nice curtain on the entrance window.  Do you like it?
84,es,converter,noun,c________,transformador,Espero que haya un transformador en la habitación porque aquí no nos valen los teléfonos.,-2.156203703,I hope there is a transformer in the room because phones are not useful here.
85,es,sticky,adjective,s_____,pegajoso,Tengo el pelo pegajoso de sudor.,-0.556496099,My hair is sticky with sweat.
86,es,concentrated,adjective,c___________,concentrado,El jugo concentrado de naranja es buena fuente de vitamina C.,1.366207304,Concentrated orange juice is a good source of vitamin C.
87,es,cone,noun,c___,cono,¿Quieres un cono de helado de chocolate?,1.684056851,Do you want a chocolate ice cream cone?
88,es,straight,adverb,s_______,directamente,Volví directamente a casa tras el trabajo.,0.073823529,I came straight home after work.
89,es,broadcasting,noun,b___________,difusión,La difusión por radio siempre me ha encantado.,-0.17709205,I have always loved radio broadcasting.
90,es,travel,verb,t_____,viajar,Me gusta mucho viajar a otros países.,3.694585547,I really like traveling to other countries.
91,es,exhibition,noun,e_________,exposición,Ayer vimos una exposición muy bonita en el Museo del Prado.,-1.487966135,Yesterday we saw a very nice exhibition at the Prado Museum.
92,es,injection,noun,i________,vacunación,Hay que ponerle una vacunación para que no contraiga la gripe.,-1.632178506,You have to get a vaccination so you don't get the flu.
93,es,daddy,noun,d____,papi,¡Hola papi!  ¿Qué tal?,2.980439241,Hello daddy!  How are you?
94,es,adult,noun,a____,adulto,Esta película debe ser vista en compañía de un adulto responsable,3.341015245,This film must be viewed in the company of a responsible adult.
95,es,turbulence,noun,t_________,agitación,Este fue un período de agitación política en el país.,-2.835345968,This was a period of political turmoil in the country.
96,es,authenticity,noun,a___________,veracidad,La declaración del sospechoso no tenía veracidad.,-2.244934019,The suspect's statement was not true.
97,es,ten,number,t__,diez,Mi hijo tiene diez años.,3.871074256,My son is ten years old.
98,es,barrier,noun,b______,valla,Detrás de la valla del campo de fútbol hay un jardín.,-3.545685872,Behind the fence of the football field there is a garden.
99,es,comment,noun,c______,observación,Mi profesora me hizo una breve observación sobre mi trabajo que me ayudó mucho.,-0.78002606,My teacher gave me a brief observation about my work that helped me a lot.
100,es,english,adjective,e______,inglés,Kitty es inglesa pero vive en Escocia.,2.743766849,Kitty is English but lives in Scotland.
101,es,elite,noun,e____,élite,Es un miembro de la élite intelectual del país.,3.059914693,He is a member of the country's intellectual elite.
102,es,snap,verb,s___,partirse,La regla va a partirse si la sigues doblando así.,-3.245344184,The ruler is going to break if you keep bending it like that.
103,es,life,noun,l___,vida,Tengo una vida muy tranquila aquí en el campo.,2.504632028,I have a very quiet life here in the country.
104,es,sure,adjective,s___,seguro,"Confío en mis hijos, estoy seguro de que ellos dicen la verdad.",1.699386047,"I trust my children, I am sure that they tell the truth."
105,es,promise,verb,p______,comprometerse,Estoy dispuesta a prestarle dinero pero tiene que comprometerse a devolverlo.,0.048682143,I'm willing to lend you money but you have to commit to paying it back.
106,es,fight,verb,f____,luchar,Está acostumbrado a luchar por lo que quiere.,1.929429671,He is used to fighting for what he wants.
107,es,doubt,noun,d____,duda,No tengo ninguna duda al respecto.,1.612115764,I have no doubt about it.
108,es,vivid,adjective,v____,vivo,"Al atardecer, el cielo se tiñó de un naranja vivo.",-0.603431947,"At dusk, the sky turned bright orange."
109,es,spectacular,adjective,s__________,impresionante,El futbolista metió un gol absolutamente impresionante.,-2.073331976,The footballer scored an absolutely impressive goal.
110,es,overlook,verb,o_______,pasar por alto,Debemos tener cuidado de no pasar por alto ningún detalle.,-2.148353952,We must be careful not to overlook any details.
111,es,graduate,verb,g_______,licenciarse,Va a licenciarse en historia el año que viene y después se especializará en arqueología.,1.4788916,He's going to graduate in history next year and then specialize in archaeology.
112,es,strain,verb,s_____,forzar,Tuve que forzar la vista para leer el letrero.,-3.097456188,I had to strain my eyes to read the sign.
113,es,associated,adjective,a_________,relacionada,Su desaparición está relacionada con el crimen.,-2.006323063,His disappearance is related to the crime.
114,es,weave,verb,w____,tejer,Mi abuelo me va a tejer una manta de lana.,-1.828123166,My grandfather is going to knit me a wool blanket.
115,es,collection,noun,c_________,grupo de cosas,"Tiene monedas, sellos, llaveros, postales y no sé qué otro grupo de cosas en su habitación.",-1.739399746,"He has coins, stamps, key chains, postcards and I don't know what other group of things in his room."
116,es,shotgun,noun,s______,escopeta,Cogió su escopeta y se fue a cazar.,-1.339016063,He took his shotgun and went hunting.
117,es,assess,verb,a_____,valorar,Hay que valorar la autenticidad del cuadro.,-2.004265456,The authenticity of the painting must be assessed.
118,es,subjectively,adverb,s___________,de modo subjetivo,Has evaluado el trabajo de este alumno de modoo subjetivo,-0.509377477,You have evaluated this student's work subjectively
119,es,necessity,noun,n________,necesidad,Todos los seres humanos tenemos la necesidad de tener copañía,0.29142477,All human beings have the need to have company
120,es,consist,verb,c______,radicar,La fuerza verdadera nunca ha de radicar sólo en la fuerza física.,-2.343137787,True strength must never lie only in physical strength.
121,es,return,noun,r_____,vuelta,Estamos todos muy contentos por la noticia de tu vuelta a casa.,1.320022866,We are all very happy with the news of your return home.
122,es,store,verb,s____,almacenar,Este disco puede almacenar muchos datos.,-0.307210163,This disk can store a lot of data.
123,es,cowboy,noun,c_____,vaquero,El vaquero había viajado por todo el valle en busca del ganado perdido.,1.868910651,The cowboy had traveled throughout the valley in search of lost cattle.
124,es,stock,noun,s____,existencias,Es imposible predecir cuándo nos quedaremos sin existencias.,-0.996063687,It is impossible to predict when we will run out of stock.
125,es,hate,noun,h___,odio,Hay demasiado odio en el mundo.,2.550661348,There is too much hate in the world.
126,es,boil,verb,b___,hervir,Primero hay que hervir el agua y después echar la pasta.,1.361973665,First you have to boil the water and then add the pasta.
127,es,chill,noun,c____,frío,De repente sentí frío así que me metí dentro de casa.,-2.133232288,Suddenly I felt cold so I went inside the house.
128,es,inactivity,noun,i_________,pasividad,La pasividad del gobierno es deplorable.,-1.586853669,The passivity of the government is deplorable.
129,es,converted,adjective,c________,transformada,Es increíble ver aquella niña pequeñita transformada en una mujer tan importante.,-0.861669251,It is incredible to see that little girl transformed into such an important woman.
130,es,materialize,verb,m__________,materializar,Mónica pudo materializar sus sueños cuando se fe a vivir sola,-0.793132189,Mónica was able to materialize her dreams when she decided to live alone
131,es,youngster,noun,y________,muchacho,Estos pantalones son para un muchacho de unos catorce años.,-0.639011114,These pants are for a boy of about fourteen years old.
132,es,submit,verb,s_____,presentar,Hay que presentar la solicitud antes de final de mes.,-1.906608567,The application must be submitted before the end of the month.
133,es,crying,noun,c_____,llanto,Todas las noches oíamos el llanto de un niño a la misma hora.,1.101407426,Every night we heard a child crying at the same time.
134,es,warmly,adverb,w_____,cálidamente,"Estaban cálidamente vestidos con bufanda, guantes y gorra.",0.145397103,"They were warmly dressed in scarves, gloves and caps."
135,es,per,preposition,p__,cada,La tarifa de este hotel son cien euros cada noche.,2.141500537,The rate for this hotel is one hundred euros each night.
136,es,quantum,noun,q______,quántum,En 1900 el físico Max Plank presentó su teoría del quántum a la Sociedad Alemana de Física.,1.619279334,"In 1900, physicist Max Plank presented his quantum theory to the German Physical Society."
137,es,stack,noun,s____,pila,Hay una gran pila de libros en mi escritorio.,-2.206661408,There is a big stack of books on my desk.
138,es,archive,noun,a______,fichero,Los informes están en el fichero oficial.,-0.022812886,The reports are in the official file.
139,es,irritate,verb,i_______,enojar,Deja de enojar a tu hermana con esos comentarios tan tontos.,-1.803893155,Stop making your sister angry with those stupid comments.
140,es,catastrophe,noun,c__________,desastre,Este último desastre natural es uno de muchos que ha ocurrido este año.,-1.154707515,This latest natural disaster is one of many that have occurred this year.
141,es,click,verb,c____,cliquear,Para entrar a la página debes cliquear en el botón de inicio,3.116033143,To enter the page you must click on the start button
142,es,not,not-no,n__,negativo,"Negativo voy a clase hoy, me encuentro mal.",-0.799698093,"Negative I go to class today, I feel bad."
143,es,probably,adverb,p_______,posiblemente (no: possibly),"Posiblemente veré a mi amiga mañana, pero no estoy segura.",-0.442453734,"I'll possibly see my friend tomorrow, but I'm not sure."
144,es,judge,verb,j____,juzgar,Intento entender a las personas antes de juzgarlas.,2.015780094,I try to understand people before judging them.
145,es,chronologically,adverb,c______________,cronológicamente,Los periódicos deben ser organizados cronológicamente,-0.88347064,Newspapers should be organized chronologically
146,es,static,adjective,s_____,inmóvil,Los resultados nos proporciona un panorama inmóvil de la situación económica.,-2.365412773,The results provide us with a still panorama of the economic situation.
147,es,contract,noun,c_______,convenio,Hoy firme el convenio con la empresa en la que voy a trabajar,-0.725374525,Today I signed the agreement with the company where I am going to work
148,es,feminism,noun,f_______,feminismo,Se dice que el objetivo del feminismo es la igualdad con los hombres pero va mucho mas allá que eso.,1.918857388,It is said that the goal of feminism is equality with men but it goes much further than that.
149,es,webpage,noun,w______,página web,Nos han diseñado una nueva página web y es muy atractiva.,-1.331425675,They have designed a new website for us and it is very attractive.
150,es,receive,verb,r______,cobrar,Fernando va a cobrar una buena cantidad de dinero por la venta de la casa.,-0.727072472,Fernando is going to collect a good amount of money for the sale of the house.
151,es,tiny,adjective,t___,diminuto,Un ser humano se ve diminuto en comparación con un elefante.,1.405461749,A human being looks tiny compared to an elephant.
152,es,policy,noun,p_____,plan de acción,El plan de acción actual del gobierno para la educación no me convence.,-3.64182339,The government's current action plan for education does not convince me.
153,es,secondly,adverb,s_______,en segundo lugar,"En primer lugar, no quiero ir y en segundo lugar, ¡no me han invitado!",1.102100599,"Firstly, I don't want to go and secondly, I haven't been invited!"
154,es,mystic,noun,m_____,místico,El mítico me recmendó tener cuidado con la personas que me rodean,-0.740653607,The mythical man recommended that I be careful with the people around me.
155,es,promise,noun,p______,compromiso,El gobierno falló en su compromiso a no incrementar los impuestos.,0.029489703,The government failed in its commitment not to increase taxes.
156,es,mortality,noun,m________,muerte,En el fondo somos todos conscientes de nuestra propia muerte.,-1.516257756,Deep down we are all aware of our own death.
157,es,nylon,noun,n____,nailon,Encontré un delgado hilo de nailon en uno de los bolsillos de la víctima,0.986218503,I found a thin nylon thread in one of the victim's pockets.
158,es,substantial,adjective,s__________,considerable (no: significant),Pagué una suma considerable por este diamante.,-3.105227429,I paid a considerable sum for this diamond.
159,es,rigid,adjective,r____,inflexible,Este programa de estudios es inflexible y muy estrecho de miras.,-1.31040027,This study program is inflexible and very narrow-minded.
160,es,deed,noun,d___,acto,Trato de realizar un acto bondadoso todos los días.,-1.658593719,I try to do one kind act every day.
161,es,developer,noun,d________,promotor,Un promotor está construyendo casa nuevas en el pueblo.,-1.469433791,A developer is building new houses in the town.
162,es,receptive,adjective,r________,dispuesto a escuchar,Siempre estaba dispuesto a escuchar a la gente y a las nuevas ideas.,-2.054181513,He was always willing to listen to people and new ideas.
163,es,strongly,adverb,s_______,fuertemente,El estilo del músico está fuertemente influenciado por el jazz.,0.663193884,The musician's style is strongly influenced by jazz.
164,es,relatively,adverb,r_________,comparativamente,"Para mí el examen fue comparativamente fácil, por lo menos más que el de ayer.",-1.094365169,"For me the exam was comparatively easy, at least easier than yesterday's."
165,es,occupy,verb,o_____,llenar,La cama parecía llenar la habitación entera.,-1.189227951,The bed seemed to fill the entire room.
166,es,nightmare,noun,n________,pesadilla,"Anoche soñé que tenía que hacer un examen, ¡vaya pesadilla!",1.50918796,"Last night I dreamed that I had to take an exam, what a nightmare!"
167,es,mobilization,noun,m___________,movilización,Vamos a organizar una movilizacion para buscar resolver el problema de esta nevada tan tremenda.,-3.555244208,We are going to organize a mobilization to seek to solve the problem of this tremendous snowfall.
168,es,mine,misc,m___,mío,¿De quién es este libro?  ¡Es mío!,3.18562666,Whose book is this?  It's mine!
169,es,phoenix,noun,p______,fénix,La mascota de Dumbledore era un fénix llamado Fawkes,0.411411443,Dumbledore's pet was a phoenix named Fawkes.
170,es,maybe,adverb,m____,quizás,El paquete debería llegar en dos o quizás tres días.,2.517623897,The package should arrive in two or maybe three days.
171,es,vocally,adverb,v______,expresivamente,Protestaron expresivamente por el cierre del hospital local.,-3.458840533,They vocally protested the closure of the local hospital.
172,es,dreamer,noun,d______,soñador,Pedro es un soñador.,3.000411231,Pedro is a dreamer.
173,es,experimental,adjective,e___________,experimental,Es una obra de teatro experimental que no gusta a todo el público.,2.261599489,It is an experimental play that not all audiences like.
174,es,pure,adjective,p___,puro,El collar estaba hecho de oro puro,2.508710411,The necklace was made of pure gold
175,es,electric,adjective,e_______,eléctrico,Tengo una nueva guitarra eléctrica,3.91302551,I have a new electric guitar
176,es,fellow,noun,f_____,tipo,Mi jefe es un tipo genial.,-1.174738417,My boss is a great guy.
177,es,encouraging,adjective,e__________,alentadora,La noticia fue bastante alentadora y nos pusimos contentos.,-1.679493802,The news was quite encouraging and we were happy.
178,es,tilt,verb,t___,inclinar,Para escuchar atentamente el hombre tuvo que inclinar la cabeza.,-2.03499195,To listen carefully the man had to tilt his head.
179,es,furiously,adverb,f________,rabiosamente,¡Tenías que habérmelo contado! - dijo rabiosamente.,0.26535282,You should have told me! - he said angrily.
180,es,effective,adjective,e________,eficaz,Esta pastilla es muy eficaz contra el dolor de cabeza.,-2.256233691,This pill is very effective against headaches.
181,es,explicitly,adverb,e_________,explícitamente,Esta petición se hace explícitamente para que la vote todo el mundo.,-0.227041975,This request is made explicitly for everyone to vote on.
182,es,merger,noun,m_____,unión,La unión de las dos empresas resultó en una pérdida considerable de empleos.,-2.139597972,The merger of the two companies resulted in considerable job losses.
183,es,soon,misc,s___,pronto,Llegaremos tan pronto como nos sea posible.,2.854313871,We will arrive as soon as possible.
184,es,regenerate,verb,r_________,regenerar,Usaremos el dinero para regenerar la zona.,0.523962892,We will use the money to regenerate the area.
185,es,mind,noun,m___,mente,Tiene una mente brillantísima.,2.291277374,He has a very brilliant mind.
186,es,train,noun,t____,tren,El tren sale del andén número siete.,3.926496539,The train leaves platform number seven.
187,es,brutality,noun,b________,violencia,Hubo muchos casos de violencia policial.,-1.808073978,There were many cases of police violence.
188,es,niche,noun,n____,lugar justo,La compañía ha encontrado un lugar justo en el mercado para el nuevo producto.,-2.402510864,The company has found a fair place in the market for the new product.
189,es,implement,verb,i________,aplicar,Voy a aplicar los cambios el mes que viene.,-0.855470489,I will apply the changes next month.
190,es,mozzarella,noun,m_________,mozzarella,El queso mozzarella generalmente se sirve con tomates y albahaca.,2.312884109,Mozzarella cheese is usually served with tomatoes and basil.
191,es,pledge,verb,p_____,comprometerse,El grupo va a comprometerse a continuar con su campaña.,-3.77080731,The group will commit to continuing its campaign.
192,es,presence,noun,p_______,asistencia,Tenemos que confirmar nuestra asistencia a la conferencia.,-0.070901889,We have to confirm our attendance at the conference.
193,es,thing,noun,t____,cosa,¿Qué es esa cosa ahí encima de la mesa?,2.284663354,What is that thing there on the table?
194,es,irregular,adjective,i________,variable,Hacer una vida tan variable como haces no es nada sano.,-3.247687997,Living a life as variable as you do is not healthy at all.
195,es,shocked,adjective,s______,escandalizado,Pepe está escandalizado por el comportamiento de su hijo.,-1.718794498,Pepe is scandalized by his son's behavior.
196,es,less,adverb,l___,menos,Yo soy menos inteligente que mi hermana.,2.997626587,I am less intelligent than my sister.
197,es,unhealthy,adjective,u________,malsano,Tiene un estilo de vida bastante malsano.,0.733380048,He has a pretty unhealthy lifestyle.
198,es,compliance,noun,c_________,cumplimiento,Hay que descalzarse antes de entrar en cumplimiento de la legislación vigente.,-2.807005927,You must take off your shoes before entering in compliance with current legislation.
199,es,clinic,noun,c_____,clínica,Tuvimos que ir a la clínica más cercana para que atiendiera la urgencia,4.07359129,We had to go to the nearest clinic to treat the emergency.
200,es,rental,noun,r_____,alquiler,No tenemos suficiente dinero para pagar el alquiler.,-0.487687119,We don't have enough money to pay the rent.
201,es,quarter,noun,q______,cuarto,Tenemos que estar en casa faltando un cuarto para las dos,2.706161962,We have to be home with a quarter to go
202,es,pregnancy,noun,p________,embarazo,Tuvo un embarazo muy difícil pero todo salió bien al final.,1.249811386,She had a very difficult pregnancy but everything turned out well in the end.
203,es,underscore,verb,u_________,subrayar,No te olvides de subrayar las palabras más importantes.,-3.611517579,Don't forget to underline the most important words.
204,es,testing,noun,t______,pruebas,Fui al hospital para hacerme algunas pruebas.,-0.811228688,I went to the hospital to have some tests done.
205,es,society,noun,s______,sociedad,Lamentablemente el racismo sigue existiendo en la sociedad parisina,2.873807019,"Unfortunately, racism still exists in Parisian society."
206,es,capitalist,adjective,c_________,capitalista,Los bancos fueron creados por capitalistas en el siglo XIX,1.557255675,Banks were created by capitalists in the 19th century
