item_id,L1,en_target_word,en_target_pos,en_target_clue,L1_source_word,L1_context,GLMM_score,en_context
69,de,roman,adjective,r____,römisch,Die römischen Soldaten haben in Großbritannien viele Wälder gerodet.,0.807918468,The Roman soldiers cleared many forests in Britain.
70,de,racial,adjective,r_____,Rassen-,Als Verein wollen wir uns ganz besonders gegen Rassendiskriminierung einsetzen.,-1.971714609,"As an association, we particularly want to work against racial discrimination."
71,de,vibrator,noun,v_______,Vibrator,Er hatte noch nie einen Vibrator gesehen.,1.609188498,He had never seen a vibrator before.
72,de,clever,adjective,c_____,"klug, gescheit, schlau",Der Junge begreift neue Dinge sehr schnell. Er ist extrem klug. ,2.347184888,The boy understands new things very quickly. He is extremely smart.
73,de,outlook,noun,o______,Aussicht,Die Aussicht für die Zukunft ist positiver als angenommen.,-1.618262594,The outlook for the future is more positive than expected.
74,de,study,verb,s____,studieren,Er studierte an drei unterschiedlichen Universitäten.,1.328578962,He studied at three different universities.
75,de,continuing,adjective,c_________,"ständig, anhaltend (nicht: constant)",Die anhaltende Waffenruhe wirkt sich positiv auf die Bewohner der betroffenen Gegend aus.,-3.329180236,The ongoing ceasefire has a positive impact on the residents of the affected area.
76,de,contract,verb,c_______,"schrumpfen, zusammenziehen",Muskeln ziehen sich bei Kälte zusammen.,-0.91317109,Muscles contract when cold.
77,de,suggestive,adjective,s_________,zweideutig,"Sie machte eine zweideutige Bemerkung und machte eine sehr eindeutige Geste, die alle erröten ließ.",-3.309763679,She made an ambiguous remark and made a very explicit gesture that made everyone blush.
78,de,kitchen,noun,k______,Küche,Die Mutter kocht in der Küche.,2.945735177,The mother cooks in the kitchen.
79,de,historical,adjective,h_________,historisch,Das Ereignis muss auch in seinem historischen Kontext gesehen werden.,1.348278335,The event must also be seen in its historical context.
80,de,reverse,verb,r______,"rückgängig machen, umkehren",Nur dieses Medikament kann die Symptome langfristig rückgängig machen.,-1.214519941,Only this medication can reverse the symptoms in the long term.
81,de,manufacture,verb,m__________,etw herstellen,Die Fabrik stellt Schuhe her.,-0.545605345,The factory makes shoes.
82,de,unfashionable,adjective,u____________,unzeitgemäß,"Sie bewunderte seinen Stil, auch wenn er etwas unzeitgemäß war.",-3.338124843,"She admired his style, even if it was a bit out of date."
83,de,curtain,noun,c______,Vorhang,"Schließe den Vorhang und schalte das Licht aus, dann können wir mit dem Film beginnen.",0.745244301,"Close the curtain and turn off the lights, then we can start the film."
84,de,converter,noun,c________,"Umwandler, Umrechner","Ich benutze einen Umrechner im Internet, um herauszufinden wie viel 50 Euro in britischen Pfund sind.",-1.8071745,I use an online converter to find out how much 50 euros are in British pounds.
85,de,sticky,adjective,s_____,klebrig,Die Arbeitsplatte in der Küche ist ganz klebrig und muss geputzt werden.,0.019868085,The worktop in the kitchen is very sticky and needs to be cleaned.
86,de,concentrated,adjective,c___________,konzentriert,Man braucht nur wenig von dem konzentrierten Waschmittel.,0.907872582,You only need a little of the concentrated detergent.
87,de,cone,noun,c___,Kegel,Wir zeichneten einen Kegel laut der Anleitung des Geometrielehrers.,-1.606850613,We drew a cone according to the geometry teacher's instructions.
88,de,straight,adverb,s_______,direkt,"Sie soll bitte direkt nach Hause gehen, wenn sie diese Nachricht erhält.",-0.080794948,She should please go home straight away when she receives this message.
89,de,broadcasting,noun,b___________,"Rundfunk, Fernsehen","Der Rundfunksender spielt vor allem klassische Musik und kaum Werbung, darum mag ich ihn so. ",-0.959177517,"The radio station plays mostly classical music and hardly any advertising, which is why I like it so much."
90,de,travel,verb,t_____,reisen,"Er liebt es, mit dem Zug zu reisen.",2.191565648,He loves traveling by train.
91,de,exhibition,noun,e_________,Ausstellung,Wir besuchten gemeinsam die Ausstellung des Künstlers.,-0.260603203,We visited the artist's exhibition together.
92,de,injection,noun,i________,Spritze,Sie braucht eine tägliche Spritze Insulin.,0.366525629,She needs a daily injection of insulin.
93,de,daddy,noun,d____,"Papa, Vati (nicht: father)",Ich nenne meinen Vater PapI.,2.960306817,I call my father PapI.
94,de,adult,noun,a____,Erwachsener,Tickets für Erwachsene kosten 12 Euro.,2.608008065,Tickets for adults cost 12 euros.
95,de,turbulence,noun,t_________,Unruhe,Es war eine Zeit der politischen Unruhe in der Geschichte des Landes.,-2.935482449,It was a time of political unrest in the country's history.
96,de,authenticity,noun,a___________,Echtheit,Ich zweifle die Echtheit dieses Dokuments an.,-1.465491744,I doubt the authenticity of this document.
97,de,ten,number,t__,zehn,Sie hat zehn Knödel gegessen.,2.744341337,She ate ten dumplings.
98,de,barrier,noun,b______,"Absperrung, Schranke",Die Schranke des Bahnübergangs ist geschlossen.,-0.407523044,The railway crossing barrier is closed.
99,de,comment,noun,c______,"Kommentar, Bemerkung",Bitte hör jetzt auf mit deinen sarkastischen Kommentaren. ,0.390577733,Please stop your sarcastic comments now.
100,de,english,adjective,e______,englisch,Ich lese ein englisches Buch.,4.252493959,I am reading an English book.
101,de,elite,noun,e____,Elite,Meine Kinder machten ihren Abschluss an einer Eliteuniversität.,3.941696937,My children graduated from an elite university.
102,de,snap,verb,s___,reißen,In genau diesem Moment riss das Seil und die Fracht fiel ins Wasser.,-2.986326142,At that exact moment the rope broke and the cargo fell into the water.
103,de,life,noun,l___,Leben,Jedes Leben ist kostbar.,1.246002231,Every life is precious.
104,de,sure,adjective,s___,sicher,"Weißt du, wo Maria ist? – Nein, ich bin mir nicht sicher. ",1.311924746,"Do you know where Maria is? – No, I'm not sure."
105,de,promise,verb,p______,versprechen,"Du musst mir versprechen, dass du jeden Tag anrufst.",1.483731544,You have to promise me that you'll call every day.
106,de,fight,verb,f____,kämpfen,Mein Großvater kämpfte im Zweiten Weltkrieg.,0.907172443,My grandfather fought in World War II.
107,de,doubt,noun,d____,"Zweifel, Unsicherheit",Ich bin voller Zweifel.,0.486817888,I am full of doubts.
108,de,vivid,adjective,v____,anschaulich,Wir hörten einen anschaulichen Bericht über die Ereignisse.,-2.207585202,We heard a graphic account of the events.
109,de,spectacular,adjective,s__________,atemberaubend,Die Aussicht vom Gipfel aus war wirklich atemberaubend.,-3.648614079,The view from the summit was truly breathtaking.
110,de,overlook,verb,o_______,"jdn/etw übersehen, nicht bemerken",Ich habe das Kind beim Zebrastreifen fast übersehen.,-1.240045421,I almost missed the child at the zebra crossing.
111,de,graduate,verb,g_______,einen Abschluss machen,Sie hat an der Universität in Wien ihren Abschluss gemacht.,0.34612255,She graduated from the University of Vienna.
112,de,strain,verb,s_____,belasten,Der lange Abstieg ins Tal belastet die Kniegelenke.,-2.930150002,The long descent into the valley puts strain on the knee joints.
113,de,associated,adjective,a_________,"verbunden, assoziiert, in Verbindung gebracht",Die Gesellschaft und die mit ihr verbundenen Unternehmen werden überprüft.,-0.121909851,The company and its affiliated companies are audited.
114,de,weave,verb,w____,weben,"Er brauchte Monate, um diesen Teppich zu weben.",-1.207930443,It took him months to weave this carpet.
115,de,collection,noun,c_________,Sammlung,Anna hat eine riesige Sammlung von antiken Büchern zu Hause.,0.890344881,Anna has a huge collection of antique books at home.
116,de,shotgun,noun,s______,Schrotflinte,Der Täter besaß eine Schrotflinte und benutzte ein Motorrad als Fluchtfahrzeug.,-1.240926653,The perpetrator had a shotgun and used a motorcycle as his getaway vehicle.
117,de,assess,verb,a_____,"etw einschätzen, beurteilen","Das Team versuchte einzuschätzen, ob er für den Job geeignet ist.",-2.224351724,The team tried to assess whether he was suitable for the job.
118,de,subjectively,adverb,s___________,subjektiv,Jeder legt diese Aufgabe subjektiv aus und kommt zu einem anderen Ergebnis.,-1.040160185,Everyone interprets this task subjectively and comes to a different result.
119,de,necessity,noun,n________,Notwendigkeit,Für viele Menschen ist eine Tasse Kaffee am frühen Morgen eine Notwendigkeit. ,-1.624880493,"For many people, an early morning cup of coffee is a necessity."
120,de,consist,verb,c______,in etw bestehen,"Für sie besteht Glück darin, eine gesunde und glückliche Familie zu haben.",-1.247711226,"For them, happiness is having a healthy and happy family."
121,de,return,noun,r_____,Rückkehr,Nach seiner Rückkehr feierten wir ein großes Fest.,0.923223478,After his return we celebrated a big party.
122,de,store,verb,s____,lagern,Meine Mutter lagert hunderte Gläser mit Marmelade im Keller.,0.012807918,My mother stores hundreds of jars of jam in the basement.
123,de,cowboy,noun,c_____,Cowboy,Der Cowboy reitet auf einem Pferd.,2.267141762,The cowboy rides a horse.
124,de,stock,noun,s____,Lager,Wir sollten dieses Produkt auf Lager haben.,-1.764276789,We should have this product in stock.
125,de,hate,noun,h___,Hass,Er schaute sie voller Hass an.,2.871450697,He looked at her with hatred.
126,de,boil,verb,b___,kochen,"Gib die Spaghetti erst ins Wasser, wenn es richtig kocht.",0.918178965,Only add the spaghetti to the water when it is boiling properly.
127,de,chill,noun,c____,"Kühle, Kälteschauer",Sie trug einen dicken Mantel gegen den Kälteschauer.,-2.50543436,She wore a thick coat against the chill.
128,de,inactivity,noun,i_________,Untätigkeit,Ich muss etwas gegen die Untätigkeit dieser Kinder unternehmen.,-1.659459381,I have to do something about these children's inaction.
129,de,converted,adjective,c________,umgewandelt,Die umgewandelte Datei funktioniert nicht auf meinem Computer.,-1.267158248,The converted file does not work on my computer.
130,de,materialize,verb,m__________,sich verwirklichen,Der angekündigte Lehrermangel hat sich nie verwirklicht.,-3.225969896,The announced teacher shortage never materialized.
131,de,youngster,noun,y________,Jugendlicher,Der Film ist für einen Jugendlichen geeignet.,-0.734387441,The film is suitable for a teenager.
132,de,submit,verb,s_____,einreichen,Nächste Woche werden wie den Antrag einreichen.,-1.474098776,We will submit the application next week.
133,de,crying,noun,c_____,"Weinen, Schreien",Das Weinen hatte kein Ende.,2.491881176,There was no end to the crying.
134,de,warmly,adverb,w_____,warm,"Zieht euch warm an, ihr seid die Kälte hier nicht gewohnt.",-1.24388308,"Dress warmly, you are not used to the cold here."
135,de,per,preposition,p__,pro,Die Firma zahlt ihm 15 Euro pro Stunde.,1.250259614,The company pays him 15 euros per hour.
136,de,quantum,noun,q______,Quäntchen,Dieses Ergebnis nahm ihm das letzte Quäntchen Hoffnung.,-2.242341884,This result took away the last ounce of hope he had.
137,de,stack,noun,s____,Stapel,"Der Stapel an ungeöffneten Briefen fällt einem sofort auf, wenn man in das Büro kommt.",-1.470396402,You immediately notice the pile of unopened letters when you come into the office.
138,de,archive,noun,a______,Archiv,Im Archiv werden viele wichtige Dokumente und Akten gelagert.,1.518879993,Many important documents and files are stored in the archive.
139,de,irritate,verb,i_______,"jdn ärgern, reizen",Ich bin total entspannt. Du kannst mich mit deinen blöden Kommentaren nicht reizen. ,-0.945752121,I'm totally relaxed. You can't irritate me with your stupid comments.
140,de,catastrophe,noun,c__________,"Desaster, schweres Unglück, Naturereignis mit verheerenden Folgen (nicht: disaster)",Die letzten Überschwemmungen waren ein Naturereignis mit verheerenden Folgen.,-1.257276239,The last floods were a natural event with devastating consequences.
141,de,click,verb,c____,klicken,"Als wir uns der Sehenswürdigkeit näherten, hörten wir die Kameras klicken. ",2.348575044,As we approached the attraction we heard the cameras clicking.
142,de,not,not-no,n__,nicht,Sandra hat heute nicht angerufen.,4.060356116,Sandra didn't call today.
143,de,probably,adverb,p_______,wahrscheinlich (nicht: possibly),Er geht gerade nicht ans Telefon. Er ist wahrscheinlich im Keller.,-0.891838076,He's not answering the phone right now. He's probably in the basement.
144,de,judge,verb,j____,"jdn/etw beurteilen, einschätzen",Die Firmen werden aufgrund ihrer Erfolge beurteilt.,0.525559573,Companies are judged based on their successes.
145,de,chronologically,adverb,c______________,chronologisch,Die Ereignisse sind chronologisch geordnet.,-0.933732761,The events are arranged chronologically.
146,de,static,adjective,s_____,statisch,Die Verkaufszahlen für dieses Modell sind statisch.,0.956895512,The sales figures for this model are static.
147,de,contract,noun,c_______,Vertrag,Sie bekam sofort einen unbefristeten Arbeitsvertrag.,0.335387387,She immediately received a permanent employment contract.
148,de,feminism,noun,f_______,Feminismus,Der Feminismus kämpft für die Rechte der Frauen.,1.002312137,Feminism fights for women's rights.
149,de,webpage,noun,w______,Internetseite,"Wir haben im Kurs gelernt, wie man eine Internetseite erstellt. (NICHT: Website)",-2.451129424,In the course we learned how to create a website. (NOT: website)
150,de,receive,verb,r______,erhalten,Wir haben Ihre Bestellung gestern erhalten.,-0.179803142,We received your order yesterday.
151,de,tiny,adjective,t___,winzig,Nur eine winzige Minderheit vertritt diese Ansicht.,1.10215892,Only a tiny minority hold this view.
152,de,policy,noun,p_____,Strategie,Die Geschäftsleitung arbeitet gerade an einer neuen Strategie.,-3.136131713,The management is currently working on a new strategy.
153,de,secondly,adverb,s_______,zweitens,Erstens ist das Wetter heute prächtig und zweitens solltet ihr alle ohnehin an die frische Luft.,0.32527474,"Firstly, the weather is great today and secondly, you should all get some fresh air anyway."
154,de,mystic,noun,m_____,Mystiker,Die Mystikerin glaubt an eine Verschwörung.,0.190760313,The mystic believes in a conspiracy.
155,de,promise,noun,p______,Versprechen,Er hat sein Versprechen eingelöst und mit ihnen einen Ausflug aufs Land gemacht.,1.420142049,He kept his promise and took them on a trip to the country.
156,de,mortality,noun,m________,Sterblichkeit,Das oberste Ziel ist die Senkung der Kindersterblichkeit.,0.153215908,The ultimate goal is to reduce child mortality.
157,de,nylon,noun,n____,Nylon,Die Schneiderin näht mit einem Nylonfaden.,1.735932066,The seamstress sews with a nylon thread.
158,de,substantial,adjective,s__________,wesentliche (nicht: significant),Wir gehen hier ein wesentliches Risiko ein.,-2.823917771,We are taking a significant risk here.
159,de,rigid,adjective,r____,starr,Das Metall war äußerst starr und hart.,-1.850446056,The metal was extremely rigid and hard.
160,de,deed,noun,d___,Tat,Er hat eine gute Tat vollbracht.,-0.945808662,He did a good deed.
161,de,developer,noun,d________,Bauunternehmer,Sie arbeitet als Bauunternehmerin in Kanada.,-2.81171856,She works as a construction contractor in Canada.
162,de,receptive,adjective,r________,empfänglich,Er war als Chef immer empfänglich für neue Ideen.,-2.758859511,"As a boss, he was always receptive to new ideas."
163,de,strongly,adverb,s_______,stark,"Meinem Vater wurde stark empfohlen, seine Ernährung umzustellen.",-0.224507612,My father was strongly advised to change his diet.
164,de,relatively,adverb,r_________,verhältnismäßig,Diese Prüfung war verhältnismäßig einfach.,-0.428989944,This test was relatively easy.
165,de,occupy,verb,o_____,etw bewohnen,Die Familie Müller bewohnt diese Farm seit Jahrzehnten.,-2.163293317,The Müller family has lived on this farm for decades.
166,de,nightmare,noun,n________,Albtraum,Das Kind hatte einen bösen Albtraum.,1.208062765,The child had a bad nightmare.
167,de,mobilization,noun,m___________,Mobilmachung,Die Gruppe hat sich für die Mobilmachung der Wirtschaft eingesetzt. ,-2.786846584,The group has worked to mobilize the economy.
168,de,mine,misc,m___,mein,Das Weinglas auf dem Tisch ist meins. ,3.082731392,The wine glass on the table is mine.
169,de,phoenix,noun,p______,Phönix,Die Phönix ist das Sinnbild der Unsterblichkeit.,0.412789654,The phoenix is ​​the symbol of immortality.
170,de,maybe,adverb,m____,vielleicht,Es kamen vielleicht zwanzig Leute zu seiner Feier.,1.836711205,Maybe twenty people came to his party.
171,de,vocally,adverb,v______,"vernehmlich, lautstark",Viele Menschen protestierten vernehmlich gegen die Pläne der Regierung.,-3.813078126,Many people loudly protested against the government's plans.
172,de,dreamer,noun,d______,"Traumtänzer, Träumer",Du bist ein Träumer!,2.603526089,You are a dreamer!
173,de,experimental,adjective,e___________,experimentell,Der neuen Methode sind jahrelange experimentelle Versuche vorausgegangen.,0.226406226,The new method was preceded by years of experimental trials.
174,de,pure,adjective,p___,rein,Wir konnten mehrere Klumpen reines Gold aus dem Fluss sieben.,2.491420746,We were able to sift several nuggets of pure gold from the river.
175,de,electric,adjective,e_______,elektrisch,Sie kauften einen elektrischen Bohrer.,2.59316423,They bought an electric drill.
176,de,fellow,noun,f_____,Kerl (nicht: guy),Er ist ein netter Kerl.,-1.487760623,He's a nice guy.
177,de,encouraging,adjective,e__________,ermutigend,Seine Worte waren ermutigend.,-0.799885037,His words were encouraging.
178,de,tilt,verb,t___,"neigen, kippen","Die Sitze kippen nach vorne, wenn man diesen Hebel betätigt.",-1.944515913,The seats tilt forward when you operate this lever.
179,de,furiously,adverb,f________,wütend,Der wütende Mann konnte sich nur langsam beruhigen.,-2.786763654,The angry man was only able to calm down slowly.
180,de,effective,adjective,e________,"wirksam, erfolgreich",Das ist ein wirksames Medikament.,-1.980998654,This is an effective medication.
181,de,explicitly,adverb,e_________,"deutlich, ausdrücklich","Ich sagte ihm ausdrücklich, dass er an diesem Tag an der Veranstaltung teilnehmen musste.",-1.971437787,I specifically told him that he had to attend the event that day.
182,de,merger,noun,m_____,Fusion,Die Fusion der beiden Firmen ist bereits abgeschlossen.,-2.416662902,The merger of the two companies has already been completed.
183,de,soon,misc,s___,bald,Bitte schicke mir die E-Mail so bald wie möglich.,2.712899134,Please send me the email as soon as possible.
184,de,regenerate,verb,r_________,"wiederbeleben,  regenerieren (nicht: revitalize)","Die Gelder werden dafür verwendet, den Ortskern wiederzubeleben.",-2.394661815,The funds will be used to revitalize the town center.
185,de,mind,noun,m___,Verstand,Die alte Frau hat ihren Verstand verloren.,0.96993815,The old woman has lost her mind.
186,de,train,noun,t____,Zug,Ich muss den Zug nach Edinburgh unbedingt erreichen.,3.276458368,I really need to catch the train to Edinburgh.
187,de,brutality,noun,b________,Brutalität,Die Brutalität des Überfalls ist unfassbar.,1.444546624,The brutality of the attack is unbelievable.
188,de,niche,noun,n____,"Stelle, Platz",Ich habe die richtige Stelle für dich gefunden. Du solltest dich für diesen Job bewerben.,-3.86907664,I have found the right place for you. You should apply for this job.
